,inspection_no,dba_name,aka_name,license_no,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location,rating,business_status
780,2355257,LUGANOS PIZZA,LUGANOS PIZZA,2542789.0,Restaurant,Risk 2 (Medium),4460 S KEDZIE AVE ,CHICAGO,IL,60632.0,12/12/2019,Canvass,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO ESTABLISH AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES.  PRIORITY FOUNDATION VIOLATION #7-38-010. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITING OR DIARRHEAL EVENTS. SUPPLIES MUST INCLUDE ADEQUATE SANITIZER THAT ELIMINATES NOROVIRUS. INSTRUCTED FACILITY TO PROVIDE CLEAN UP POLICY AND SUPPLIES TO PROPERLY HANDLE BODILY FLUID SPILLS ON SITE. PRIORITY FOUNDATION VIOLATION #7-38-005. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT THE HAND SINK IN THE KITCHEN. INSTRCUTED TO PROVIDE A HAND WASHING SIGN AT THE HAND SINK IN THE KITCHEN. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TIME/TEMPERATURE CONTROL FOR SAFETY (TCS) FOODS NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS. PRIORITY FOUNDATION VIOLATION #7-38-005.  | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED FOOD STORED IN CONTAINERS IN ALL THE COOLERS, WALK IN COOLER AND DRY STORAGE WITHOUT PROPER LABELING OF NAME. INSTRUCTED TO PERSON IN CHARGE TO PROVIDE A LABEL REFLECTING THE FOOD ITEM'S NAME WHEN FOOD HAS BEEN REMOVE FROM ITS ORIGINAL PACKAGING. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED PEST ACTIVITY WITH APPROX. 50 RODENT DROPPING NOTED DURING INSPECTION. RODENT ACTIVITY WAS NOTED ALONG THE WALL BASES IN THE BASEMENT AND IN FRONT OF THE DOOR LOCATED IN THE BASEMENT. INSTRUCTED TO CONSULT PEST CONTROL AS ADDITIONAL SERVICES ARE NEEDED TO MINIMIZE OR ELIMINATE ACTIVITY PRIOR TO RE-INSPECTION.  PRIORITY FOUNDATION VIOLATION #7-38-020(A). CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE INTERIOR AND EXTERIOR OF THE MICROWAVE NOT CLEAN. INSTRUCTED TO CLEAN AND MAINTAIN AT ALL TIMES. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE CAN OPENER IN THE BASEMENT TO BE SOILED. INSTRUCTED TO CLEAN AND MAINTAIN THE CAN OPENER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A HOLE ON THE WALL NEAR THE ENTRANCE BASEMENT DOOR. INSTRUCTED TO SEAL AND MAINTAIN THE HOLE ON THE WALL IN THE BASEMENT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE CEILING IN THE BASEMENT TO BE SOILED WITH FOOD SPLASH. INSTRUCTED TO CLEAN AND MAINTAIN THE CEILING TILES IN THE BASEMENT.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED CEILING TILES THROUGHOUT THE FACILITY. INSTRUCTED TO REPLACE AND MAINTAIN THE STAINED CEILING TILE ON PREMISE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO PROOF OF TRAINING FOR ALL FOOD HANDLERS. INSTRUCTED TO PROVIDE AND MAINTAIN RECORDS AT ALL TIMES.",41.81184584593964,-87.70426833410366,"(-87.70426833410366, 41.81184584593964)",3.1,OPERATIONAL
781,1410234,LUGANO'S PIZZA,LUGANO'S PIZZA,33500.0,Restaurant,Risk 1 (High),4460 S KEDZIE AVE ,CHICAGO,IL,60632.0,11/13/2014,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED 2 STANDING MIXERS IN BASEMENT UNCLEAN WITH CAKED ON FOOD DEBRIS. CLEAND AND MAINTAIN STANDING MIXERS WHEN NOT IN USE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED KITCHEN CEILING IN DISREPAIR. REPAIR AND MAINTAIN CEILING. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED VENTS WITHIN WOMENS ANDMENS ROOM WITH HEAVY DUST ACCUMULATION. CLEAN AND MAINTAIN VENTS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED SMALL LEAK AT EXPOSED HADNSINK IN KITCHEN ON 1ST FLOOR. FIX AND MAINTAIN.",41.81184584593964,-87.70426833410366,"(-87.70426833410366, 41.81184584593964)",3.1,OPERATIONAL
782,1202479,LUGANO'S PIZZA,LUGANO'S PIZZA,33500.0,Restaurant,Risk 1 (High),4460 S KEDZIE AVE ,CHICAGO,IL,60632.0,10/19/2012,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL THE BULK FOOD CONTAINERS THAT ARE LOCATED IN THE BASEMENT. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE MICROWAVE IN THE KITCHEN HAS FOOD DEBRIS INSIDE THE UNIT.  INSTRUCTED TO CLEAN IT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN THE FLOOR IN THE BASEMENT ALONG THE WALLS AND IN THE CORNERS HAS SOME DUST BUILDUP ON THEM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SOME OF THE WALLS IN THE PREP AREA IN THE BASEMENT HAS SOME PEELING PAINT ON THEM.  INSTRUCTED TO REMOVE THE PEELING PAINT AND PAINT THEM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CLEAN THE VENTS THROUGHOUT PREMISES HAS DUST BUILDUP ON THEM.",41.81184584593964,-87.70426833410366,"(-87.70426833410366, 41.81184584593964)",3.1,OPERATIONAL
783,363389,LUGANO'S PIZZA,LUGANO'S PIZZA,33500.0,Restaurant,Risk 1 (High),4460 S KEDZIE AVE ,CHICAGO,IL,60632.0,11/16/2010,Short Form Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.FOUND EVIDENCE OF MORE THAN 10 LIVE ROACHES CRAWLING ON WALLS IN PREP AREA,DOOR JAMS OF BOTH TOILET ROOMS,FURNANCE IN DINING AREA,UPPER WALL IN BASEMENT NEAR WALK IN COOLER.PEST CONTROL WAS ON SITE UPON MY INSPECTION.",41.81184584593964,-87.70426833410366,"(-87.70426833410366, 41.81184584593964)",3.1,OPERATIONAL
784,363399,LUGANO'S PIZZA,LUGANO'S PIZZA,33500.0,Restaurant,Risk 1 (High),4460 S KEDZIE AVE ,CHICAGO,IL,60632.0,11/23/2010,Complaint Re-Inspection,Pass,,41.81184584593964,-87.70426833410366,"(-87.70426833410366, 41.81184584593964)",3.1,OPERATIONAL
785,2538176,NELLA PIZZA PASTA,NELLA PIZZA PASTA,2523426.0,Restaurant,Risk 1 (High),1125 E 55TH ST ,CHICAGO,IL,60615.0,11/15/2021,Complaint Re-Inspection,Pass,,41.79493593585474,-87.59862422196099,"(-87.59862422196099, 41.79493593585474)",4.4,OPERATIONAL
786,2537624,NELLA PIZZA PASTA,NELLA PIZZA PASTA,2523426.0,Restaurant,Risk 1 (High),1125 E 55TH ST ,CHICAGO,IL,60615.0,11/02/2021,Complaint,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: UNABLE TO PRODUCE A VOMIT AND DIARRHEAL CLEAN UP PROCEDURE AND SUPPLIES AS REQUIRED; INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-005. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: HANDSINK IN PIZZA DOUGH PREP AREA OBSTRUCTED; INSTRUCTED TO REMOVE ITEMS FROM IN FRONT OF AND INSIDE OF THE SINK SO THAT SINK IS ACCESSIBLE FOR HANDWASHING.  PRIORITY FOUNDATION VIOLATION 7-38-030(C) ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED PEST ACTIVITY ON PREMISES.  FOUND THREE HOUSE FLIES AND 55 FRUIT FLIES IN KITCHEN ON THE WALL AND CEILING IN THE DISHWASHING AREA AND UTILITY SINK AREA.  INSTRUCTED TO ELIMINATE ACTIVITY.  HAVE PEST CONTROL COMPANY SERVICE PRIOR TO REINSPECTION NEXT WEEK.  PRIORITY FOUNDATION VIOLATION 7-38-020(A) ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN CAN OPENER BLADE AT PREP TABLE IN KITCHEN AFTER EACH USE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOOR UNDER FRYERS IN COOKING AREA AND UNDER DRY STORAGE SHELVES IN STORAGE AREAS.  CLEAN CEILING VENTS AND CEILING TILE IN KITCHEN WHERE NEEDED TO REMOVE DUST OBSERVED. | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: THE SUMMARY FROM THE PREVIOUS INSPECTION MADE ON JUNE 14, 2021 WAS NOT POSTED AS REQUIRED; INSTRUCTED TO POST THE CURRENT INSPECTION SUMMARY REPORT AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION 7-42-010(B).",41.79493593585474,-87.59862422196099,"(-87.59862422196099, 41.79493593585474)",4.4,OPERATIONAL
787,1970778,BLAZE PIZZA,BLAZE PIZZA,2340600.0,Restaurant,Risk 1 (High),24 S CLINTON ST ,CHICAGO,IL,60661.0,11/03/2016,Canvass,Pass,,41.88110007444254,-87.64131524410391,"(-87.64131524410391, 41.88110007444254)",4.5,OPERATIONAL
788,1199568,BLAZE PIZZA,BLAZE PIZZA,2340599.0,Restaurant,Risk 3 (Low),24 S CLINTON ST ,CHICAGO,IL,60661.0,10/21/2014,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST PROVIDE FLOOR DRAIN COVERS UNDER ALL SINKS INCLUDING SODA DISPENSING SYSTEM.",41.88110007444254,-87.64131524410391,"(-87.64131524410391, 41.88110007444254)",4.5,OPERATIONAL
789,1199622,BLAZE PIZZA,BLAZE PIZZA,2340600.0,Restaurant,Risk 1 (High),24 S CLINTON ST ,CHICAGO,IL,60661.0,11/21/2014,Complaint Re-Inspection,Pass,,41.88110007444254,-87.64131524410391,"(-87.64131524410391, 41.88110007444254)",4.5,OPERATIONAL
790,1497845,BLAZE PIZZA,BLAZE PIZZA,2340600.0,Restaurant,Risk 1 (High),24 S CLINTON ST ,CHICAGO,IL,60661.0,10/15/2014,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST PROVIDE FLOOR DRAIN COVERS FOR ALL DRAINS UNDER ALL SINKS INCLUDING SODA DISPENSING SYSTEM.",41.88110007444254,-87.64131524410391,"(-87.64131524410391, 41.88110007444254)",4.5,OPERATIONAL
791,1199607,BLAZE PIZZA,BLAZE PIZZA,2340600.0,Restaurant,Risk 1 (High),24 S CLINTON ST ,CHICAGO,IL,60661.0,11/13/2014,Short Form Complaint,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: REAR EXIT DOOR NOT RODENT PROOF AND MISSING RODENT PROOF STRIP THAT WAS INSTALLED AT THE LICENSE INSPECTION PERFORMED BY THIS INSPECTOR ON 10-15-14. MUST REPLACE REMOVED RODENT PROOF STRIP AND MAKE EXIT DOOR TIGHT FITTING. SERIOUS CITATION ISSUED 7-38-020.  | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: BULK FOOD CONTAINERS MUST BE LABELED. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ICE SCOOP FOUND STORED INSIDE ICE OF ICE MACHINE, INCLUDING HANDLE OF SCOOP. MUST PROPERLY STORE.",41.88110007444254,-87.64131524410391,"(-87.64131524410391, 41.88110007444254)",4.5,OPERATIONAL
792,2545408,BACCI CAFE & PIZZERIA LTD,BACCI PIZZA,1875166.0,Restaurant,Risk 1 (High),2301 W TAYLOR ST ,CHICAGO,IL,60612.0,12/10/2021,Canvass,Pass w/ Conditions,"22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER TEMPERATURES OF TCS FOODS SUCH AS 40LBS. COOKED BEEF 57.2F INSIDE OF WALK IN COOLER,10LBS. SAUSAGE 61.5F IN PIZZA PREP COOLER.PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE COLD HOLDING FOODS AT 41.0F OR BELOW. APPX. 50LBS. $120.(PRIORITY 7-38-005)(COS)(CITATION ISSUED) | 24. TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS - Comments: OBSERVED WRITTEN PROCEDURE FOR THE USE OF TIME ONLY FOR VARIANCE PROCEDURE. UPON RECORD REVIEWING NO TIME AND TEMPERATURE LOGS ARE BEING FOLLOWED/IMPLEMENTED,NO DOCUMENTED TIMES IN TIME & TEMPERATURE LOG BOOK.OBSERVED IMPROPER TEMPERATURES OF APPX 5LBS.VARIETY OF SLICED PIZZA 65.5F-83.5F , 2LBS. STROMBOLI 66.2F-66.9F ON DISPLAY FOR SALE.PRODUCT WAS DISCARDED BY MANAGER.MUST FOLLOW WRITTEN PROCEDURE.APPX. 7LBS. $37.(PRIORITY 7-38-005)(CITATION ISSUED)(COS) | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: MUST STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: MUST INVERT MULTI-USE UTENSILS ON PREP TABLES. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST ELIMINATE CRATES USED FOR FOOD STORAGE IN WALK IN FREEZER AND THROUGHOUT PREP AREAS.MUST REMOVE FOIL FROM STOVE.MUST REMOVE RUST FROM WALK IN COOLER SHELVING UNITS,LOWER SHELF OF STEAM TABLE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP FROM ICE DISPENSER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE MISSING WALL OUTLET COVER ABOVE PIZZA PREP COOLER,HOLE IN WALL IN WOMEN'S TOILET ROOM. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST REPLACE BURNT OUT LIGHTS THROUGHOUT PREP /DISH WASHING AREAS.",41.86890111434097,-87.68371238371395,"(-87.68371238371395, 41.86890111434097)",4.0,OPERATIONAL
793,1975570,BACCI CAFE & PIZZERIA LTD,BACCI PIZZA,1875166.0,Restaurant,Risk 1 (High),2301 W TAYLOR ST ,CHICAGO,IL,60612.0,11/16/2016,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND THE REAR GARAGE DOOR (BEHIND THE WALK IN COOLER/FREEZER) NOT RODENT/INSECT PROOFED, A 1/4' GAP NOTED. INSTRUCTED TO HAVE THE DOOR RODENT/INSECT PROOFED. SERIOUS VIOLATION 7-38-020 | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: FOUND THE PREVIOUS MINOR VIOLATIONS FROM REPORT #1932184 DATED 06/062016 NOT CORRECTED AND/OR MAINTAINED. INSTRUCTED TO CORRECT AND MAINTAIN:  32-INSTRUCTED TO SAND OR REPLACE THE CUTTING BOARDS IN THE PREP AREAS WITH DEEP, DARK GROOVES. MUST BE SMOOTH AND EASILY CLEANABLE.  -INSTRUCTED TO REMOVE THE RUST FROM THE STORAGE RACKS INSIDE THE WALK IN COOLER. MAINTAIN ALL.  33-INSTRUCTED TO CLEAN AND MAINTAIN THE STORAGE RACKS INSIDE THE WALK IN COOLER.  35-INSTRUCTED TO REMOVE THE GRAFFITI FROM THE MEN'S TOILET ROOM STALL.  38-INSTRUCTED TO FIX THE LEAK AT THE BASE OF THE HOT WATER KNOB ON THE 3-COMPARTMENT SINK IN THE PREP AREA. MAINTAIN SAME.  SERIOUS VIOLATION 7-42-090   | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REMOVE THE RUST FROM THE STORAGE RACKS ABOVE THE 3-COMPARTMENT SINK IN THE REAR PREP AREA WHERE THE MULTI USE UTENSILS ARE STORED. MAINTAIN SAME.  INSTRUCTED TO REMOVE ALL FOIL FROM THE COOKING EQUIPMENT IN THE PREP AREA. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE KNIFE RACK AND THE INTERIOR OF ALL COOLER/FREEZERS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTRUCTED TO PROVIDE A LIGHT SHIELD TO THE LIGHT ABOVE THE 1-COMP. AND REACH-IN COOLER IN THE REAR PREP AREA. MAINTAIN SAME. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: INSTRUCTED TO STORE ALL WASH CLOTHS IN SANITIZING SOLUTION (MUST BE AT THE REQUIRED PPM) WHEN NOT IN USE. MAINTAIN SAME.",41.86890111434097,-87.68371238371395,"(-87.68371238371395, 41.86890111434097)",4.0,OPERATIONAL
794,1975979,BACCI CAFE & PIZZERIA LTD,BACCI PIZZA,1875166.0,Restaurant,Risk 1 (High),2301 W TAYLOR ST ,CHICAGO,IL,60612.0,11/23/2016,Canvass Re-Inspection,Pass,,41.86890111434097,-87.68371238371395,"(-87.68371238371395, 41.86890111434097)",4.0,OPERATIONAL
795,1591551,BACCI CAFE & PIZZERIA LTD,BACCI PIZZA,1875166.0,Restaurant,Risk 1 (High),2301 W TAYLOR ST ,CHICAGO,IL,60612.0,12/10/2015,Canvass Re-Inspection,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITIES DO NOT MAINTAIN PROPER TEMPERATURE.  OBSERVED THE PIZZA PREP COOLER THAT WAS TAGGED HELD FOR INSPECTION ON 12/2/15 BEING USED TO STORE POTENTIALLY HAZARDOUS FOODS SUCH AS SAUSAGE.  MANAGEMENT INSTRUCTED TO REPAIR AND MAINTAIN THE COOLER BELOW 40F.  CRITICAL VIOLATION 7-38-005A. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES INSIDE OF THE PIZZA PREP COOLER AND PIZZA SLICE HOT HOLDING CASE.  OBSERVED SAUSAGE AT 43.1F INSIDE OF THE PIZZA PREP COOLER.  OBSERVED PIZZA SLICES WITH TEMPERATURES BETWEEN 88-136F INSIDE OF THE HOT HOLDING CASE.  MANAGEMENT VOLUNTARILY DISCARDED 30# OF FOOD WORTH $180.  CRITICAL VIOLATION 7-38-005A. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: THE 1 DOOR FREEZER NEXT TO THE PIZZA OVEN IS IN DISREPAIR WITH A MISSING DOOR HANDLE AND EXPOSED INSULATION ON THE INSIDE OF THE DOOR. REPLACE THE MISSING DOOR HANDLE AND COVER THE EXPOSED INSULATION WITH A CLEANABLE SURFACE.   | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE INTERIOR OF THE DEEP FRYERS.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED GREASE ON THE FLOOR BELOW THE DEEP FRYER. MUST CLEAN.  ",41.86890111434097,-87.68371238371395,"(-87.68371238371395, 41.86890111434097)",4.0,OPERATIONAL
796,1445372,BACCI CAFE & PIZZERIA LTD,BACCI PIZZA,1875166.0,Restaurant,Risk 1 (High),2301 W TAYLOR ST ,CHICAGO,IL,60612.0,12/02/2015,Canvass,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITIES DO NOT MAINTAIN PROPER TEMPERATURES.  OBSERVED THE PIZZA PREP COOLER WITH AN AIR TEMPERATURE OF 60F AND THE FRONT COUNTER DISPLAY COOLER WITH AN AIR TEMPERATURE OF 50F.  BOTH COOLERS WERE USED TO STORE POTENTIALLY HAZARDOUS FOODS SUCH AS CHEESE AND PIZZA SAUCE.  MANAGEMENT INSTRUCTED TO REPAIR AND MAINTAIN BOTH COOLERS BELOW 40F.  CRITICAL VIOLATION 7-38-005A. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS STORED AT IMPROPER TEMPERATURES INSIDE OF THE PREP COOLERS AND PIZZA SLICE DISPLAY AREA.  OBSERVED PIZZA SLICES AT 104-114F.  ALSO OBSERVED CHEESE AT 46-50F, PIZZA SAUCE AT 48.9F, AND RANCH DRESSING AT 46F.  MANAGEMENT VOLUNTARILY DISCARDED APPROXIMATELY 35# OF FOOD WORTH APPROXIMATELY $94.  CRITICAL VIOLATION 7-38-005A. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED PREPACKAGED PIZZA SAUCES AND PEPPERS MADE ON SITE NOT LABELED WITH NAME AND ADDRESS OF PREPARER, AND INGREDIENT LIST.  MUST LABEL ALL PREPACKAGED FOODS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: THE 1 DOOR FREEZER NEXT TO THE PIZZA OVEN IS IN DISREPAIR WITH A MISSING DOOR HANDLE AND EXPOSED INSULATION ON THE INSIDE OF THE DOOR.  REPLACE THE MISSING DOOR HANDLE AND COVER THE EXPOSED INSULATION WITH A CLEANABLE SURFACE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE INTERIOR OF THE DEEP FRYERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED GREASE ON THE FLOOR BELOW THE DEEP FRYER.  MUST CLEAN.",41.86890111434097,-87.68371238371395,"(-87.68371238371395, 41.86890111434097)",4.0,OPERATIONAL
